Covidence,Study ID,Title,Reviewer Name,included,exp1_is_preregistered,exp1_has_pwr_analysis,exp1_hypothesis_quote,exp1_results_quote,exp1_support,exp1_sample_size,exp1_pwr_an_effect_type,exp1_pwr_an_effect_est_raw,exp1_pwr_an_effect_est_d,exp1_effect_justification,exp1_power_estimate,exp2_is_preregistered,exp2_has_pwr_analysis,exp2_hypothesis_quote,exp2_results_quote,exp2_support,exp2_sample_size,exp2_pwr_an_effect_type,exp2_pwr_an_effect_est_raw,exp2_pwr_an_effect_est_d,exp2_effect_justification,exp2_pwr_estimate,exp3_is_preregistered,exp3_has_pwr_analysis,exp3_hypothesis_quote,exp3_results_quote,exp3_support,exp3_sample_size,exp3_pwr_an_effect_type,exp3_pwr_an_effect_est_raw,exp3_pwr_an_effect_est_d,exp3_effect_justification,exp3_pwr_estimate,exp4_is_preregistered,exp4_has_pwr_analysis,exp4_hypothesis_quote,exp4_results_quote,exp4_support,exp4_sample_size,exp4_pwr_an_effect_type,exp4_pwr_an_effect_est_raw,exp4_pwr_an_effect_est_d,exp4_effect_justification,exp4_pwr_estimate
1684,Dillmann 2019,A Longitudinal Study of Motor and Cognitive Development in Infants With Congenital Idiopathic Clubfoot,Hugh Brooks,Yes,No,No,"Based on previ-ous studies (Garcia et al. 2011; Masquijo et al., 2013; Sala et al., 2013; Zionts et al., 2014), we expected that infants with clubfoot would be delayed in gross motor development, but we did not expect to find any impact on fine motor development","All infants with clubfoot were treated with the Ponseti method, which led to a restriction of normal movements of the lower extremities in the first months of life. They showed a great delay in gross motor development but not in fine motor or cognitive development. ",Yes,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,Dillmann 2019,A Longitudinal Study of Motor and Cognitive Development in Infants With Congenital Idiopathic Clubfoot,Consensus,Yes,No,No,"Based on previ-ous studies (Garcia et al. 2011; Masquijo et al., 2013; Sala et al., 2013; Zionts et al., 2014), we expected that infants with clubfoot would be delayed in gross motor development, but we did not expect to find any impact on fine motor development","All infants with clubfoot were treated with the Ponseti method, which led to a restriction of normal movements of the lower extremities in the first months of life. They showed a great delay in gross motor development but not in fine motor or cognitive development. ",Yes,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,Kabiri 2019,Motor Skill Proficiency Among Homeschooled Children,Maryanne Vinh,Yes,No,No,"Based on known correlates to motor skill proficiency (Lubans et al., 2010; Robinson et al., 2015), it was hypothesized that homeschooled students would demonstrate motor skill proficiency that improved with lower body mass index (BMI) and sports participa-tion but that was unaffected by socioeconomic status, primary caregiver education or employment, or gender if gender-specific standardized scores were used.","Overall, homeschooling showed no detrimental effect on motor skill proficiency.",No,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,Kabiri 2019,Motor Skill Proficiency Among Homeschooled Children,Abigail Morgan,Yes,No,No,"Based on known correlates to motor skill proficiency (Lubans et al., 2010; Robinson et al., 2015), it was hypothesized that homeschooled students would demonstrate motor skill proficiency that improved with lower body mass index (BMI) and sports participa-tion but that was unaffected by socioeconomic status, primary caregiver education or employment, or gender if gender-specific standardized scores were used.","Homeschooled children demonstrated average motor proficiency. Significantly different motor proficiency was seen among homeschooled children participating in 3 or more hours of organized sports per week, t(71) = 2.805, p = .006, 95% CI = 1.77, 10.49, and whose primary caregiver was employed versus unemployed, t(71) = –3.875, p < .001, 95% CI = –13.29, –4.26. Mann-Whitney U tests revealed significantly different motor skill profi-ciency classification in these same subgroups. Overall, homeschooling showed no detrimental effect on motor skill proficiency.",No,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,Kabiri 2019,Motor Skill Proficiency Among Homeschooled Children,Consensus,Yes,No,No,"Based on known correlates to motor skill proficiency (Lubans et al., 2010; Robinson et al., 2015), it was hypothesized that homeschooled students would demonstrate motor skill proficiency that improved with lower body mass index (BMI) and sports participa-tion but that was unaffected by socioeconomic status, primary caregiver education or employment, or gender if gender-specific standardized scores were used.","Homeschooled children demonstrated average motor proficiency. Significantly different motor proficiency was seen among homeschooled children participating in 3 or more hours of organized sports per week, t(71) = 2.805, p = .006, 95% CI = 1.77, 10.49, and whose primary caregiver was employed versus unemployed, t(71) = –3.875, p < .001, 95% CI = –13.29, –4.26. Mann-Whitney U tests revealed significantly different motor skill profi-ciency classification in these same subgroups. Overall, homeschooling showed no detrimental effect on motor skill proficiency.",No,73, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1682,Zimmer 2019,Fundamental Movement Skills in Children With and Without Movement Difficulties,Aaron Schwarz,Yes,No,No," It was hypothesized that 
children with MD would demonstrate impaired performance for both locomotor 
and object control skills when compared with their same-aged peers without MD.","Support was found for our hypothesis that 
children with MD would demonstrate poorer performance for both locomotor and 
object control skills, when compared with children without MD. ",No,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,Zimmer 2019,Fundamental Movement Skills in Children With and Without Movement Difficulties,Hugh Brooks,Yes,No,No,It was hypothesized that children with MD would demonstrate impaired performance for both locomotor and object control skills when compared with their same-aged peers without MD.,"The findings of this study suggest that children with MD primarily demonstrate immature movement patterns, inefficient movement strategies, and impaired aspects of movement that impact their performance for dynamic object control skills.",Yes,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,Zimmer 2019,Fundamental Movement Skills in Children With and Without Movement Difficulties,Consensus,Yes,No,No,It was hypothesized that children with MD would demonstrate impaired performance for both locomotor and object control skills when compared with their same-aged peers without MD.,"Support was found for our hypothesis that 
children with MD would demonstrate poorer performance for both locomotor and 
object control skills, when compared with children without MD. ",Yes,18, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1681,Upshaw 2019,Ten-Month-Old Infants Understand the Relationship Between Object Weight and Compression in Support Events,Gianna Jeyarajan,Yes,No,No,"In Experiment 1, we investigated whether infants, at the presumably transitional age of 10 months, as suggested by prior research (Hauf et al., 2012), could learn to recognize the weight of an object based on the effect the object produces in a support event (i.e., whether it compresses a soft platform), after only interacting with a soft platform (and not the to-be-supported objects). ","In Experiment 1, using an action task, we found that infants infer an object’s weight based on whether it compresses a supporting surface, as demonstrated by reaches to the light object following the support event. ",Yes,52,,,,,,No,No,"More importantly, Experiment 2 examined whether 10-month-old infants generate predictions for the outcome of support events involving heavy and light objects, which is a more abstract ability than inferring object weight from the outcome of a support event.","In Experiment 2, using a violation-of-expectation paradigm, we found that infants generate predictions for the outcome of support events involving heavy and light objects (i.e., they expect heavy, but not light, objects to compress a supporting surface), as demonstrated by longer looking to inconsistent events relative to consistent.",Yes,12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Upshaw 2019,Ten-Month-Old Infants Understand the Relationship Between Object Weight and Compression in Support Events,Maryanne Vinh,Yes,No,No,"In Experiment 1, we investigated whether infants, at the presumably transitional age of 10 months, as suggested by prior research (Hauf et al., 2012), could learn to recognize the weight of an object based on the effect the object produces in a support event (i.e., whether it compresses a soft platform), after only interacting with a soft platform (and not the to-be-supported objects).","In Experiment 1, using an action task, we found that infants infer an object’s weight based on whether it compresses a supporting surface, as demonstrated by reaches to the light object following the support event.",Yes,26,,,,,,No,No,"In Experiment 2, we sought to determine whether 10-month-old infants generate predictions about the outcome of support events after interacting separately with two differently weighted objects and a soft platform.","In Experiment 2, using a violation-of-expectation paradigm, we found that infants generate predictions for the outcome of support events involving heavy and light objects (i.e., they expect heavy, but not light, objects to compress a supporting surface), as demonstrated by longer looking to inconsistent events relative to consistent.",Yes,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Upshaw 2019,Ten-Month-Old Infants Understand the Relationship Between Object Weight and Compression in Support Events,Consensus,Yes,No,No,"In Experiment 1, we investigated whether infants, at the presumably transitional age of 10 months, as suggested by prior research (Hauf et al., 2012), could learn to recognize the weight of an object based on the effect the object produces in a support event (i.e., whether it compresses a soft platform), after only interacting with a soft platform (and not the to-be-supported objects).","In Experiment 1, using an action task, we found that infants infer an object’s weight based on whether it compresses a supporting surface, as demonstrated by reaches to the light object following the support event.",Yes,26, ,,, ,,No,No,"In Experiment 2, we sought to determine whether 10-month-old infants generate predictions about the outcome of support events after interacting separately with two differently weighted objects and a soft platform.","In Experiment 2, using a violation-of-expectation paradigm, we found that infants generate predictions for the outcome of support events involving heavy and light objects (i.e., they expect heavy, but not light, objects to compress a supporting surface), as demonstrated by longer looking to inconsistent events relative to consistent.",Yes,12.25, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1680,Andruschko 2019,A School-Based Physical Activity and Motor Development Program for Low-Fit Adolescent Females: The Sport4Funpilot Randomized Controlled Trial,Hugh Brooks,Yes,No,No,"It washypothesized that girls in the intervention group would have a smaller decline inphysical activity and a greater increase in movement skill proficiency, comparedwith their control group peers.","Compared with females in the control group, those in theintervention group showed a greater increase in total weekday accelerometercounts per min",Yes,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,Andruschko 2019,A School-Based Physical Activity and Motor Development Program for Low-Fit Adolescent Females: The Sport4Funpilot Randomized Controlled Trial,Aaron Schwarz,Yes,No,Yes,"This study examined the feasibility and potential efficacy of a multi-faceted
secondary school–based intervention among low-fit adolescent females. The Sport4Fun
program was designed to promote physical activity participation, fundamental movement skill proficiency, perceived physical competence, and enjoyment of physical activity in secondary school students."," Compared with females in the control group, those in the
intervention group showed a greater increase in total weekday accelerometer
counts per min (adjusted difference, 77.49; 95% CI, 8.21–132.77; p=.03; Cohen’s d=1.26). ",Yes,10,d,0.5,0.5,benchmarks,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,Andruschko 2019,A School-Based Physical Activity and Motor Development Program for Low-Fit Adolescent Females: The Sport4Funpilot Randomized Controlled Trial,Consensus,Yes,No,Yes,"It washypothesized that girls in the intervention group would have a smaller decline inphysical activity and a greater increase in movement skill proficiency, comparedwith their control group peers."," Compared with females in the control group, those in theintervention group showed a greater increase in total weekday accelerometercounts per min (adjusted difference, 77.49; 95% CI, 8.21–132.77;p=.03; Cohen’sd=1.26).",Yes,10, d,0.5,0.5,benchmarks,20, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1679,Wiener 2019,Directing Gaze on a Scene Before Reaching for an Object: Changes Over the First Year of Life,Gianna Jeyarajan,Yes,No,No,"We examined whether adults’ distribution of fixations on the scene changed depending on the reaching instructions, and we examined how distribution of fixations to this same scene changed in infants aged 5, 7, 9, and 11 months, a time span during which they develop and fine-tune their reaching skills.","Findings revealed that adults’ visual fixations were majorly focused on the object to reach. Young infants’ looking patterns were more widely distributed between the hand holding the object, the object, and other nonrelevant areas on the scene. Despite distributed looking on the scene, infants increased their amount of time looking at the object between 5 and 11 months. Nine- and 11-month-olds showed overall accumulated looking durations comparable to adults’ for most of the objects; however, 9-month-olds differed in their rate of gaze transition between scene areas. From the age of 5 months old, infants are able to sustain their gaze to the pertinent scene area when the scene contains a central object on which they will later be able to act.",Yes,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,Wiener 2019,Directing Gaze on a Scene Before Reaching for an Object: Changes Over the First Year of Life,Abigail Morgan,Yes,No,No,"We predicted that in the “object move” condition (the condition identical for both infants and adults), infants would show more distributed fixation patterns away from the object target, compared with the adults, whose looking patterns would be mostly focused on the object target. Concomitantly, we expected to see an increase in visual fixations to the goal object, compared with other scene areas (i.e., hand or elsewhere), as a function of age, particularly because infants’ visual attention develops signifi-cantly early in the first year of life (Colombo, 2001), and through that age span infants also develop better control of their arms for reaching","Findings revealed that adults’ visual fixations were majorly focused on the object to reach. Young infants’ looking patterns were more widely distributed between the hand holding the object, the object, and other nonrelevant areas on the scene. Despite distributed looking on the scene, infants increased their amount of time looking at the object between 5 and 11 months. Nine- and 11-month-olds showed overall accumulated looking durations comparable to adults’ for most of the objects; however, 9-month-olds differed in their rate of gaze transition between scene areas",Yes,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,Wiener 2019,Directing Gaze on a Scene Before Reaching for an Object: Changes Over the First Year of Life,Consensus,Yes,No,No,"We predicted that in the “object move” condition (the condition identical for both infants and adults), infants would show more distributed fixation patterns away from the object target, compared with the adults, whose looking patterns would be mostly focused on the object target. Concomitantly, we expected to see an increase in visual fixations to the goal object, compared with other scene areas (i.e., hand or elsewhere), as a function of age, particularly because infants’ visual attention develops signifi-cantly early in the first year of life (Colombo, 2001), and through that age span infants also develop better control of their arms for reaching","Findings revealed that adults’ visual fixations were majorly focused on the object to reach. Young infants’ looking patterns were more widely distributed between the hand holding the object, the object, and other nonrelevant areas on the scene. Despite distributed looking on the scene, infants increased their amount of time looking at the object between 5 and 11 months. Nine- and 11-month-olds showed overall accumulated looking durations comparable to adults’ for most of the objects; however, 9-month-olds differed in their rate of gaze transition between scene areas. From the age of 5 months old, infants are able to sustain their gaze to the pertinent scene area when the scene contains a central object on which they will later be able to act.",Yes,41, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1678,Brian 2019,"Preschool Teachers' Preparedness for Knowing, Enabling, and Meeting the Active Start Guidelines for Physical Activity",Aaron Schwarz,No_no_hypotheses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,Brian 2019,"Preschool Teachers' Preparedness for Knowing, Enabling, and Meeting the Active Start Guidelines for Physical Activity",Chitrini Tandon,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,Brian 2019,"Preschool Teachers' Preparedness for Knowing, Enabling, and Meeting the Active Start Guidelines for Physical Activity",Consensus,No_no_hypotheses, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1677,Anderson 2019,Availability of Peripheral Optic Flow Influences Whether Infants Cross a Visual Cliff,Hugh Brooks,Yes,No,No,This report describes a novel test of the prediction that locomotion-induced changes in an infant’s functional utilization of peripheral lamellar optic flow (PLOF) for postural stability contributes to avoidance of the deep side of a visual cliff,"Consistent with predictions, the findings revealed significant interactions between crawling experi-ence and texture condition for the probability of crossing and the latency to venture onto the deep side of the cliff.",Yes,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,Anderson 2019,Availability of Peripheral Optic Flow Influences Whether Infants Cross a Visual Cliff,Chitrini Tandon,Yes,No,No," we tested the hypothesis that, with increasing locomotor experience, infants encountering a typical drop-off on a visual cliff that has minimal texture in the periphery (Figure 1) should show wariness by avoiding crossing to the mother on the deep side of the visual cliff. ",the findings revealed significant interactions between crawling experi-ence and texture condition for the probability of crossing and the latency to venture onto the deep side of the cliff. ,Yes,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,Anderson 2019,Availability of Peripheral Optic Flow Influences Whether Infants Cross a Visual Cliff,Consensus,Yes,No,No,"Specifi-cally, we tested the hypothesis that, with increasing locomotor experience, infants encountering a typical drop-off on a visual cliff that has minimal texture in the periphery (Figure 1) should show wariness by avoiding crossing to the mother on the deep side of the visual cliff.","Consistent with predictions, the findings revealed significant interactions between crawling experi-ence and texture condition for the probability of crossing and the latency to venture onto the deep side of the cliff.",Yes,31, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1676,Ueno 2019,Crawling Experience Relates to Postural and Emotional Reactions to Optic Flow in a Virtual Moving Room,Hugh Brooks,Yes,No,No,"We predicted that infants with hands-and-knees crawling experience would show (1) directionally appropriate compensatory movement to PLOF specifying sudden horizontal translations and sudden descents—that is, backward shoulder movement for horizontal translations and upward and backward shoulder movement for descents; ","The primary findings were that crawling infants showed directionally appropriate postural compensation in the two tunnel motion conditions, whereas prelocomotor infants were minimally responsive in both conditions. ",Yes,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,Ueno 2019,Crawling Experience Relates to Postural and Emotional Reactions to Optic Flow in a Virtual Moving Room,Abbey Corson,Yes,No,No,"We predicted that infants with hands-and-knees crawling experience would show (1) directionally appropriate compensatory movement to PLOF specifying sudden horizontal translations and sudden descents—that is, backward shoulder movement for horizontal translations and upward and backward shoulder movement for descents;","The primary findings were that crawling infants showed directionally appropriate postural compensation in the two tunnel motion conditions, whereas prelocomotor infants were minimally responsive in both conditions.",Yes,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,Ueno 2019,Crawling Experience Relates to Postural and Emotional Reactions to Optic Flow in a Virtual Moving Room,Consensus,Yes,No,No,"We predicted that infants with hands-and-knees crawling experience would show (1) directionally appropriate compensatory movement to PLOF specifying sudden horizontal translations and sudden descents—that is, backward shoulder movement for horizontal translations and upward and backward shoulder movement for descents; ","The primary findings were that crawling infants showed directionally appropriate postural compensation in the two tunnel motion conditions, whereas prelocomotor infants were minimally responsive in both conditions. ",Yes,26.5, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1675,Gredebäck 2019,How Visual and Motor Experience Shapes the Development of Infants' Perception of Actions Performed by Social Partners,Gianna Jeyarajan,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,Gredebäck 2019,How Visual and Motor Experience Shapes the Development of Infants' Perception of Actions Performed by Social Partners,Julie Hubley,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,Gredebäck 2019,How Visual and Motor Experience Shapes the Development of Infants' Perception of Actions Performed by Social Partners,Consensus,No_not_primary_quantitative, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1674,Gottwald 2019,Measuring Prospective Motor Control in Action Development,Gianna Jeyarajan,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,Gottwald 2019,Measuring Prospective Motor Control in Action Development,Julie Hubley,No_no_hypotheses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,Gottwald 2019,Measuring Prospective Motor Control in Action Development,Consensus,No_not_primary_quantitative, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1673,Joch 2019,Online Movement Monitoring Modulates Feedback Processing in Motor Learning: An Analysis of Event-Related Potentials,Hugh Brooks,Yes,No,No,Both effects should lead to a small Ne/ERN and a large FRN since uncertainty about the final outcome is higher.,We reduced the information and increased the difficulty level for the prediction in a semivirtual throwing task and found no Ne/ERN but a large FRN when the action result was finally observed (hitting or missing a target).,Yes,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,Joch 2019,Online Movement Monitoring Modulates Feedback Processing in Motor Learning: An Analysis of Event-Related Potentials,Abigail Morgan,Yes,No,No,"According to the reinforcement learning approach of Holroyd and Coles (2002), the amplitude of the Ne/ERN should be smaller in our experiment (compared with the findings of Maurer et al., 2015, and Joch et al., in press), while the amplitude of the FRN should reciprocally be increased.","The finding is in line with the reinforcement theory of learning, after which Ne/ERN and FRN should behave complementary.",Yes,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,Joch 2019,Online Movement Monitoring Modulates Feedback Processing in Motor Learning: An Analysis of Event-Related Potentials,Consensus,Yes,No,No,"According to the reinforcement learning approach of Holroyd and Coles (2002), the amplitude of the Ne/ERN should be smaller in our experiment (compared with the findings of Maurer et al., 2015, and Joch et al., in press), while the amplitude of the FRN should reciprocally be increased.","The finding is in line with the reinforcement theory of learning, after which Ne/ERN and FRN should behave complementary.",Yes,20, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1672,Barnett 2019,Perceptions of Movement Competence in Children and Adolescents from Different Cultures and Countries,Abigail Morgan,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,Barnett 2019,Perceptions of Movement Competence in Children and Adolescents from Different Cultures and Countries,Gianna Jeyarajan,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,Barnett 2019,Perceptions of Movement Competence in Children and Adolescents from Different Cultures and Countries,Consensus,No_not_primary_quantitative, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1671,Costantini 2019,"Inside Out: How Body Postures, Bioenergeticresources, and Inflammation Shape Perceptual Content",Abbey Corson,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,Costantini 2019,"Inside Out: How Body Postures, Bioenergeticresources, and Inflammation Shape Perceptual Content",Chitrini Tandon,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,Costantini 2019,"Inside Out: How Body Postures, Bioenergeticresources, and Inflammation Shape Perceptual Content",Consensus,No_not_primary_quantitative, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1670,Hegele 2019,A Case for Sensorimotor Simulation as a Basis for the Animate–Inanimate Distinction in Infancy,Chitrini Tandon,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,Hegele 2019,A Case for Sensorimotor Simulation as a Basis for the Animate–Inanimate Distinction in Infancy,Abbey Corson,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,Hegele 2019,A Case for Sensorimotor Simulation as a Basis for the Animate–Inanimate Distinction in Infancy,Consensus,No_not_primary_quantitative, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1669,Estevan 2019,Evidence of Reliability and Validity for the Pictorial Scale of Perceived Movement Skill Competence in Spanish Children,Hugh Brooks,Yes,No,No,"The purpose of the present study was twofold:first, to translate the PMSC intoSpanish and to test the reliability (internal consistency and test-retest) andconstruct validity of the aforementioned scale in a Spanish sample;",Internal consistency reliability wasacceptable. Children’s test-retest reliability was between high and excellent,Yes,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,Estevan 2019,Evidence of Reliability and Validity for the Pictorial Scale of Perceived Movement Skill Competence in Spanish Children,Maryanne Vinh,Yes,No,No," It is hypothesized that the Spanishversion of the PMSC willfit a three-factor model (i.e.,object control, locomotorand active play) and that boys will score higher than girls in perceived motorcompetence.","ABayesian Structural Equation approach showed the original hypothesized three-factor model was a poorfit, but a two-factor model (i.e., locomotion and objectcontrol) was an adequatefit. Boys reported higher perception in the object controland overall motor competence, but similar perception in locomotor skills to girls.",Yes,123.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,Estevan 2019,Evidence of Reliability and Validity for the Pictorial Scale of Perceived Movement Skill Competence in Spanish Children,Consensus,Yes,No,No," It is hypothesized that the Spanishversion of the PMSC willfit a three-factor model (i.e.,object control, locomotorand active play) and that boys will score higher than girls in perceived motorcompetence.","ABayesian Structural Equation approach showed the original hypothesized three-factor model was a poorfit, but a two-factor model (i.e., locomotion and objectcontrol) was an adequatefit. Boys reported higher perception in the object controland overall motor competence, but similar perception in locomotor skills to girls.",Yes,123.5, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1668,Valentini 2019,The Pictorial Scale of Perceived Movement Skill Competence: Determining Content and Construct Validity for Brazilian Children,Chitrini Tandon,Yes,No,," Specifically, we aimed to double back and reverse translate thePMSC, establish face and experts’content validity and reliability;","The back-reversetranslation prevents the bias of a single translation. Experts and professionalsconfirmed the clarity and pertinence of the items with high agreement scores (values>.90). Test-retest reliability results showed strong ICC (values>.90). TheCronbach’s alpha coefficient showed good internal consistency (αvalues from.70–.85). The CFA showed appropriatefit indexes for a three-factor model (i.e., sixobject control, six locomotion, and six AP items) and a two-factor model (i.e., 12FMS and six AP items). However, the two-factor model showed superior indexes(χ2/df = 3.1; Root Mean Square Error of Approximation = .06; Goodness-Of-Fit",Yes,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,Valentini 2019,The Pictorial Scale of Perceived Movement Skill Competence: Determining Content and Construct Validity for Brazilian Children,Hugh Brooks,Yes,No,No,"Specifically, we aimed to double back and reverse translate thePMSC, establish face and experts’content validity and reliability",The PMSC is a valid and reliable assessment to use in Brazil.,Yes,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,Valentini 2019,The Pictorial Scale of Perceived Movement Skill Competence: Determining Content and Construct Validity for Brazilian Children,Consensus,Yes,No,No,"Specifically, we aimed to double back and reverse translate thePMSC, establish face and experts’content validity and reliability","The back-reversetranslation prevents the bias of a single translation. Experts and professionalsconfirmed the clarity and pertinence of the items with high agreement scores (values>.90). Test-retest reliability results showed strong ICC (values>.90). TheCronbach’s alpha coefficient showed good internal consistency (αvalues from.70–.85). The CFA showed appropriatefit indexes for a three-factor model (i.e., sixobject control, six locomotion, and six AP items) and a two-factor model (i.e., 12FMS and six AP items). However, the two-factor model showed superior indexes(χ2/df = 3.1; Root Mean Square Error of Approximation = .06; Goodness-Of-Fit",Yes,175, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1667,Venetsanou 2019,Validity and Reliability of the Pictorial Scale of Perceived Movement Skill Competence for Young Greek Children,Abigail Morgan,No_no_hypotheses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,Venetsanou 2019,Validity and Reliability of the Pictorial Scale of Perceived Movement Skill Competence for Young Greek Children,Abbey Corson,No_no_hypotheses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,Venetsanou 2019,Validity and Reliability of the Pictorial Scale of Perceived Movement Skill Competence for Young Greek Children,Consensus,No_no_hypotheses, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1666,Diao 2019,Validity and Reliability of a Pictorial Instrument for Assessing Fundamental Movement Skill Perceived Competence in Chinese Children,Hugh Brooks,Yes,No,No,The purpose of this study was to determine the validity and reliability of thePictorial Scale for Perceived Movement Skill Competence (PMSC) in Chinesechildren. ,"Results showed (a) facevalidity was better for object control skills; (b) internal consistency was adequatefor each subscale and all 13 skills (alpha range from .73–.87); (c) Intra-ClassCorrelations were good for locomotor (.62), object control (.73), and all 13 skills(.78); and (d) the modified two-factor model had a goodfit (CFI = .96, TLI = .94,RMSEA = .04, SRMR = .05). ",Yes,120.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,Diao 2019,Validity and Reliability of a Pictorial Instrument for Assessing Fundamental Movement Skill Perceived Competence in Chinese Children,Abigail Morgan,Yes,No,No,"Therefore, thepurpose of this study was to test the face validity, reliability (internal consistencyand test-retest), and construct validity of the PMSC-TGMD-3 version in a Chinesesample.","Results showed (a) facevalidity was better for object control skills; (b) internal consistency was adequatefor each subscale and all 13 skills (alpha range from .73–.87); (c) Intra-ClassCorrelations were good for locomotor (.62), object control (.73), and all 13 skills(.78); and (d) the modified two-factor model had a goodfit (CFI = .96, TLI = .94,RMSEA = .04, SRMR = .05).",Yes,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
